file,pred_label
subtomo_0126.mrc,0
subtomo_0127.mrc,2
subtomo_0128.mrc,2
subtomo_0129.mrc,2
subtomo_0130.mrc,0
subtomo_0131.mrc,1
subtomo_0132.mrc,2
subtomo_0133.mrc,2
subtomo_0134.mrc,2
subtomo_0135.mrc,2
subtomo_0136.mrc,2
subtomo_0137.mrc,2
subtomo_0138.mrc,0
subtomo_0139.mrc,0
subtomo_0140.mrc,0
subtomo_0141.mrc,1
subtomo_0142.mrc,2
subtomo_0143.mrc,2
subtomo_0144.mrc,1
subtomo_0145.mrc,0
subtomo_0146.mrc,1
subtomo_0147.mrc,0
subtomo_0148.mrc,0
subtomo_0149.mrc,1
subtomo_0150.mrc,1
subtomo_0151.mrc,2
subtomo_0152.mrc,2
subtomo_0153.mrc,1
subtomo_0154.mrc,1
subtomo_0155.mrc,0
subtomo_0156.mrc,0
subtomo_0157.mrc,0
subtomo_0158.mrc,0
subtomo_0159.mrc,1
subtomo_0160.mrc,2
subtomo_0161.mrc,1
subtomo_0162.mrc,2
subtomo_0163.mrc,0
subtomo_0164.mrc,1
subtomo_0165.mrc,0
subtomo_0166.mrc,1
subtomo_0167.mrc,2
subtomo_0168.mrc,1
subtomo_0169.mrc,2
subtomo_0170.mrc,0
subtomo_0171.mrc,2
subtomo_0172.mrc,1
subtomo_0173.mrc,1
subtomo_0174.mrc,1
subtomo_0175.mrc,1
subtomo_0176.mrc,2
subtomo_0177.mrc,2
subtomo_0178.mrc,1
subtomo_0179.mrc,0
subtomo_0180.mrc,2
subtomo_0181.mrc,2
subtomo_0182.mrc,1
subtomo_0183.mrc,0
subtomo_0184.mrc,0
subtomo_0185.mrc,0
subtomo_0186.mrc,1
subtomo_0187.mrc,2
subtomo_0188.mrc,1
subtomo_0189.mrc,1
subtomo_0190.mrc,2
subtomo_0191.mrc,0
subtomo_0192.mrc,2
subtomo_0193.mrc,0
subtomo_0194.mrc,1
subtomo_0195.mrc,0
subtomo_0196.mrc,0
subtomo_0197.mrc,1
subtomo_0198.mrc,2
subtomo_0199.mrc,0
subtomo_0200.mrc,2
subtomo_0201.mrc,1
subtomo_0202.mrc,2
subtomo_0203.mrc,1
subtomo_0204.mrc,0
subtomo_0205.mrc,1
subtomo_0206.mrc,0
subtomo_0207.mrc,1
subtomo_0208.mrc,2
subtomo_0209.mrc,2
subtomo_0210.mrc,1
subtomo_0211.mrc,0
subtomo_0212.mrc,0
subtomo_0213.mrc,1
subtomo_0214.mrc,1
subtomo_0215.mrc,2
subtomo_0216.mrc,1
subtomo_0217.mrc,1
subtomo_0218.mrc,2
subtomo_0219.mrc,1
subtomo_0220.mrc,0
subtomo_0221.mrc,1
subtomo_0222.mrc,2
subtomo_0223.mrc,2
subtomo_0224.mrc,1
subtomo_0225.mrc,0
subtomo_0226.mrc,2
subtomo_0227.mrc,2
subtomo_0228.mrc,1
subtomo_0229.mrc,2
subtomo_0230.mrc,2
subtomo_0231.mrc,1
subtomo_0232.mrc,0
subtomo_0233.mrc,1
subtomo_0234.mrc,0
subtomo_0235.mrc,2
subtomo_0236.mrc,0
subtomo_0237.mrc,2
subtomo_0238.mrc,1
subtomo_0239.mrc,2
subtomo_0240.mrc,0
subtomo_0241.mrc,2
subtomo_0242.mrc,2
subtomo_0243.mrc,0
subtomo_0244.mrc,1
subtomo_0245.mrc,2
subtomo_0246.mrc,2
subtomo_0247.mrc,0
subtomo_0248.mrc,1
subtomo_0249.mrc,1
subtomo_0250.mrc,0
subtomo_0251.mrc,2
subtomo_0252.mrc,0
subtomo_0253.mrc,0
subtomo_0254.mrc,0
subtomo_0255.mrc,2
subtomo_0256.mrc,1
subtomo_0257.mrc,2
subtomo_0258.mrc,1
subtomo_0259.mrc,2
subtomo_0260.mrc,0
subtomo_0261.mrc,0
subtomo_0262.mrc,2
subtomo_0263.mrc,2
subtomo_0264.mrc,2
subtomo_0265.mrc,2
subtomo_0266.mrc,0
subtomo_0267.mrc,2
subtomo_0268.mrc,2
subtomo_0269.mrc,0
subtomo_0270.mrc,2
subtomo_0271.mrc,1
subtomo_0272.mrc,1
subtomo_0273.mrc,1
subtomo_0274.mrc,2
subtomo_0275.mrc,2
subtomo_0276.mrc,1
subtomo_0277.mrc,2
subtomo_0278.mrc,0
subtomo_0279.mrc,0
subtomo_0280.mrc,0
subtomo_0281.mrc,1
subtomo_0282.mrc,1
subtomo_0283.mrc,1
subtomo_0284.mrc,0
subtomo_0285.mrc,0
subtomo_0286.mrc,1
subtomo_0287.mrc,2
subtomo_0288.mrc,0
subtomo_0289.mrc,1
subtomo_0290.mrc,2
subtomo_0291.mrc,1
subtomo_0292.mrc,2
subtomo_0293.mrc,1
subtomo_0294.mrc,2
subtomo_0295.mrc,1
subtomo_0296.mrc,2
subtomo_0297.mrc,2
subtomo_0298.mrc,1
subtomo_0299.mrc,1
subtomo_0300.mrc,0
subtomo_0301.mrc,1
subtomo_0302.mrc,1
subtomo_0303.mrc,2
subtomo_0304.mrc,2
subtomo_0305.mrc,2
subtomo_0306.mrc,2
subtomo_0307.mrc,2
subtomo_0308.mrc,2
subtomo_0309.mrc,2
subtomo_0310.mrc,1
subtomo_0311.mrc,0
subtomo_0312.mrc,1
subtomo_0313.mrc,2
subtomo_0314.mrc,2
subtomo_0315.mrc,2
subtomo_0316.mrc,2
subtomo_0317.mrc,1
subtomo_0318.mrc,1
subtomo_0319.mrc,2
subtomo_0320.mrc,0
subtomo_0321.mrc,1
subtomo_0322.mrc,0
subtomo_0323.mrc,2
subtomo_0324.mrc,2
subtomo_0325.mrc,2
subtomo_0326.mrc,0
subtomo_0327.mrc,2
subtomo_0328.mrc,2
subtomo_0329.mrc,2
subtomo_0330.mrc,2
subtomo_0331.mrc,1
subtomo_0332.mrc,0
subtomo_0333.mrc,2
subtomo_0334.mrc,0
subtomo_0335.mrc,0
subtomo_0336.mrc,2
subtomo_0337.mrc,0
subtomo_0338.mrc,0
subtomo_0339.mrc,2
subtomo_0340.mrc,1
subtomo_0341.mrc,2
subtomo_0342.mrc,2
subtomo_0343.mrc,1
subtomo_0344.mrc,1
subtomo_0345.mrc,2
subtomo_0346.mrc,0
subtomo_0347.mrc,2
subtomo_0348.mrc,0
subtomo_0349.mrc,0
subtomo_0350.mrc,2
subtomo_0351.mrc,1
subtomo_0352.mrc,0
subtomo_0353.mrc,2
subtomo_0354.mrc,1
subtomo_0355.mrc,0
subtomo_0356.mrc,1
subtomo_0357.mrc,2
subtomo_0358.mrc,1
subtomo_0359.mrc,1
subtomo_0360.mrc,1
subtomo_0361.mrc,1
subtomo_0362.mrc,2
subtomo_0363.mrc,1
subtomo_0364.mrc,1
subtomo_0365.mrc,0
subtomo_0366.mrc,1
subtomo_0367.mrc,2
subtomo_0368.mrc,2
subtomo_0369.mrc,2
subtomo_0370.mrc,1
subtomo_0371.mrc,1
subtomo_0372.mrc,1
subtomo_0373.mrc,1
subtomo_0374.mrc,1
subtomo_0375.mrc,2
subtomo_0376.mrc,1
subtomo_0377.mrc,1
subtomo_0378.mrc,1
subtomo_0379.mrc,0
subtomo_0380.mrc,0
subtomo_0381.mrc,2
subtomo_0382.mrc,1
subtomo_0383.mrc,0
subtomo_0384.mrc,1
subtomo_0385.mrc,2
subtomo_0386.mrc,1
subtomo_0387.mrc,2
subtomo_0388.mrc,2
subtomo_0389.mrc,2
subtomo_0390.mrc,1
subtomo_0391.mrc,0
subtomo_0392.mrc,1
subtomo_0393.mrc,2
subtomo_0394.mrc,2
subtomo_0395.mrc,0
subtomo_0396.mrc,0
subtomo_0397.mrc,1
subtomo_0398.mrc,2
subtomo_0399.mrc,2
subtomo_0400.mrc,0
subtomo_0401.mrc,2
subtomo_0402.mrc,0
subtomo_0403.mrc,1
subtomo_0404.mrc,2
subtomo_0405.mrc,2
subtomo_0406.mrc,1
subtomo_0407.mrc,1
subtomo_0408.mrc,2
subtomo_0409.mrc,2
subtomo_0410.mrc,2
subtomo_0411.mrc,2
subtomo_0412.mrc,1
subtomo_0413.mrc,0
subtomo_0414.mrc,1
subtomo_0415.mrc,1
subtomo_0416.mrc,0
subtomo_0417.mrc,2
subtomo_0418.mrc,1
subtomo_0419.mrc,2
subtomo_0420.mrc,0
subtomo_0421.mrc,2
subtomo_0422.mrc,1
subtomo_0423.mrc,1
subtomo_0424.mrc,1
subtomo_0425.mrc,1
subtomo_0426.mrc,2
subtomo_0427.mrc,1
subtomo_0428.mrc,0
subtomo_0429.mrc,1
subtomo_0430.mrc,1
subtomo_0431.mrc,1
subtomo_0432.mrc,2
subtomo_0433.mrc,0
subtomo_0434.mrc,2
subtomo_0435.mrc,2
subtomo_0436.mrc,0
subtomo_0437.mrc,2
subtomo_0438.mrc,0
subtomo_0439.mrc,1
subtomo_0440.mrc,1
subtomo_0441.mrc,2
subtomo_0442.mrc,2
subtomo_0443.mrc,1
subtomo_0444.mrc,0
subtomo_0445.mrc,1
subtomo_0446.mrc,2
subtomo_0447.mrc,2
subtomo_0448.mrc,0
subtomo_0449.mrc,1
subtomo_0450.mrc,1
subtomo_0451.mrc,2
subtomo_0452.mrc,1
subtomo_0453.mrc,1
subtomo_0454.mrc,1
subtomo_0455.mrc,1
subtomo_0456.mrc,2
subtomo_0457.mrc,1
subtomo_0458.mrc,2
subtomo_0459.mrc,1
subtomo_0460.mrc,1
subtomo_0461.mrc,2
subtomo_0462.mrc,2
subtomo_0463.mrc,1
subtomo_0464.mrc,2
subtomo_0465.mrc,2
subtomo_0466.mrc,1
subtomo_0467.mrc,1
subtomo_0468.mrc,1
subtomo_0469.mrc,1
subtomo_0470.mrc,0
subtomo_0471.mrc,2
subtomo_0472.mrc,1
subtomo_0473.mrc,1
subtomo_0474.mrc,0
subtomo_0475.mrc,2
subtomo_0476.mrc,1
subtomo_0477.mrc,1
subtomo_0478.mrc,1
subtomo_0479.mrc,1
subtomo_0480.mrc,1
subtomo_0481.mrc,2
subtomo_0482.mrc,2
subtomo_0483.mrc,1
subtomo_0484.mrc,0
subtomo_0485.mrc,2
subtomo_0486.mrc,2
subtomo_0487.mrc,1
subtomo_0488.mrc,1
subtomo_0489.mrc,1
subtomo_0490.mrc,1
subtomo_0491.mrc,1
subtomo_0492.mrc,1
subtomo_0493.mrc,0
subtomo_0494.mrc,1
subtomo_0495.mrc,2
subtomo_0496.mrc,2
subtomo_0497.mrc,0
subtomo_0498.mrc,2
subtomo_0499.mrc,1
subtomo_0500.mrc,1
subtomo_0501.mrc,1
subtomo_0502.mrc,1
subtomo_0503.mrc,2
subtomo_0504.mrc,1
subtomo_0505.mrc,2
subtomo_0506.mrc,1
subtomo_0507.mrc,1
subtomo_0508.mrc,0
subtomo_0509.mrc,1
subtomo_0510.mrc,1
subtomo_0511.mrc,1
subtomo_0512.mrc,1
subtomo_0513.mrc,1
subtomo_0514.mrc,1
subtomo_0515.mrc,1
subtomo_0516.mrc,2
subtomo_0517.mrc,0
subtomo_0518.mrc,1
subtomo_0519.mrc,1
subtomo_0520.mrc,0
subtomo_0521.mrc,2
subtomo_0522.mrc,2
subtomo_0523.mrc,1
subtomo_0524.mrc,1
subtomo_0525.mrc,1
subtomo_0526.mrc,2
subtomo_0527.mrc,1
subtomo_0528.mrc,2
subtomo_0529.mrc,1
subtomo_0530.mrc,2
subtomo_0531.mrc,2
subtomo_0532.mrc,0
subtomo_0533.mrc,2
subtomo_0534.mrc,2
subtomo_0535.mrc,1
subtomo_0536.mrc,2
subtomo_0537.mrc,1
subtomo_0538.mrc,2
subtomo_0539.mrc,0
subtomo_0540.mrc,2
subtomo_0541.mrc,2
subtomo_0542.mrc,1
subtomo_0543.mrc,1
subtomo_0544.mrc,2
subtomo_0545.mrc,1
subtomo_0546.mrc,2
subtomo_0547.mrc,2
subtomo_0548.mrc,2
subtomo_0549.mrc,1
subtomo_0550.mrc,0
subtomo_0551.mrc,0
subtomo_0552.mrc,2
subtomo_0553.mrc,1
subtomo_0554.mrc,0
subtomo_0555.mrc,1
subtomo_0556.mrc,1
subtomo_0557.mrc,2
subtomo_0558.mrc,2
subtomo_0559.mrc,1
subtomo_0560.mrc,0
subtomo_0561.mrc,1
subtomo_0562.mrc,1
subtomo_0563.mrc,1
subtomo_0564.mrc,2
subtomo_0565.mrc,1
subtomo_0566.mrc,1
subtomo_0567.mrc,0
subtomo_0568.mrc,1
subtomo_0569.mrc,1
subtomo_0570.mrc,0
subtomo_0571.mrc,0
subtomo_0572.mrc,1
subtomo_0573.mrc,0
subtomo_0574.mrc,2
subtomo_0575.mrc,0
subtomo_0576.mrc,2
subtomo_0577.mrc,2
subtomo_0578.mrc,2
subtomo_0579.mrc,1
subtomo_0580.mrc,1
subtomo_0581.mrc,2
subtomo_0582.mrc,1
subtomo_0583.mrc,0
subtomo_0584.mrc,0
subtomo_0585.mrc,0
subtomo_0586.mrc,0
subtomo_0587.mrc,0
subtomo_0588.mrc,0
subtomo_0589.mrc,1
subtomo_0590.mrc,1
subtomo_0591.mrc,1
subtomo_0592.mrc,1
subtomo_0593.mrc,0
subtomo_0594.mrc,1
subtomo_0595.mrc,2
subtomo_0596.mrc,0
subtomo_0597.mrc,1
subtomo_0598.mrc,0
subtomo_0599.mrc,1
subtomo_0600.mrc,1
subtomo_0601.mrc,1
subtomo_0602.mrc,2
subtomo_0603.mrc,2
subtomo_0604.mrc,2
subtomo_0605.mrc,1
subtomo_0606.mrc,2
subtomo_0607.mrc,1
subtomo_0608.mrc,2
subtomo_0609.mrc,0
subtomo_0610.mrc,1
subtomo_0611.mrc,1
subtomo_0612.mrc,1
subtomo_0613.mrc,1
subtomo_0614.mrc,1
subtomo_0615.mrc,2
subtomo_0616.mrc,0
subtomo_0617.mrc,2
subtomo_0618.mrc,0
subtomo_0619.mrc,1
subtomo_0620.mrc,2
subtomo_0621.mrc,1
subtomo_0622.mrc,1
subtomo_0623.mrc,1
subtomo_0624.mrc,1
subtomo_0625.mrc,1
subtomo_0626.mrc,1
subtomo_0627.mrc,2
subtomo_0628.mrc,1
subtomo_0629.mrc,1
subtomo_0630.mrc,2
subtomo_0631.mrc,2
subtomo_0632.mrc,1
subtomo_0633.mrc,2
subtomo_0634.mrc,2
subtomo_0635.mrc,0
subtomo_0636.mrc,0
subtomo_0637.mrc,1
subtomo_0638.mrc,0
subtomo_0639.mrc,0
subtomo_0640.mrc,1
subtomo_0641.mrc,1
subtomo_0642.mrc,0
subtomo_0643.mrc,2
subtomo_0644.mrc,2
subtomo_0645.mrc,1
subtomo_0646.mrc,2
subtomo_0647.mrc,1
subtomo_0648.mrc,0
subtomo_0649.mrc,0
subtomo_0650.mrc,0
subtomo_0651.mrc,1
subtomo_0652.mrc,1
subtomo_0653.mrc,1
subtomo_0654.mrc,2
subtomo_0655.mrc,0
subtomo_0656.mrc,1
subtomo_0657.mrc,2
subtomo_0658.mrc,2
subtomo_0659.mrc,2
subtomo_0660.mrc,1
subtomo_0661.mrc,0
subtomo_0662.mrc,2
subtomo_0663.mrc,2
subtomo_0664.mrc,0
subtomo_0665.mrc,0
subtomo_0666.mrc,1
subtomo_0667.mrc,2
subtomo_0668.mrc,1
subtomo_0669.mrc,2
subtomo_0670.mrc,2
subtomo_0671.mrc,2
subtomo_0672.mrc,2
subtomo_0673.mrc,1
subtomo_0674.mrc,2
subtomo_0675.mrc,1
subtomo_0676.mrc,1
subtomo_0677.mrc,1
subtomo_0678.mrc,1
subtomo_0679.mrc,2
subtomo_0680.mrc,1
subtomo_0681.mrc,2
subtomo_0682.mrc,2
subtomo_0683.mrc,2
subtomo_0684.mrc,1
subtomo_0685.mrc,1
subtomo_0686.mrc,0
subtomo_0687.mrc,1
subtomo_0688.mrc,1
subtomo_0689.mrc,2
subtomo_0690.mrc,2
subtomo_0691.mrc,1
subtomo_0692.mrc,1
subtomo_0693.mrc,1
subtomo_0694.mrc,1
subtomo_0695.mrc,1
subtomo_0696.mrc,0
subtomo_0697.mrc,1
subtomo_0698.mrc,2
subtomo_0699.mrc,0
subtomo_0700.mrc,2
subtomo_0701.mrc,0
subtomo_0702.mrc,2
subtomo_0703.mrc,1
subtomo_0704.mrc,0
subtomo_0705.mrc,1
subtomo_0706.mrc,1
subtomo_0707.mrc,2
subtomo_0708.mrc,0
subtomo_0709.mrc,1
subtomo_0710.mrc,1
subtomo_0711.mrc,0
subtomo_0712.mrc,1
subtomo_0713.mrc,1
subtomo_0714.mrc,1
subtomo_0715.mrc,1
subtomo_0716.mrc,2
subtomo_0717.mrc,1
subtomo_0718.mrc,1
subtomo_0719.mrc,1
subtomo_0720.mrc,1
subtomo_0721.mrc,2
subtomo_0722.mrc,1
subtomo_0723.mrc,1
subtomo_0724.mrc,1
subtomo_0725.mrc,0
subtomo_0726.mrc,2
subtomo_0727.mrc,2
subtomo_0728.mrc,2
subtomo_0729.mrc,2
subtomo_0730.mrc,0
subtomo_0731.mrc,0
subtomo_0732.mrc,1
subtomo_0733.mrc,0
subtomo_0734.mrc,1
subtomo_0735.mrc,0
subtomo_0736.mrc,2
subtomo_0737.mrc,1
subtomo_0738.mrc,2
subtomo_0739.mrc,1
subtomo_0740.mrc,1
subtomo_0741.mrc,0
subtomo_0742.mrc,1
subtomo_0743.mrc,0
subtomo_0744.mrc,0
subtomo_0745.mrc,0
subtomo_0746.mrc,2
subtomo_0747.mrc,1
subtomo_0748.mrc,1
subtomo_0749.mrc,2
subtomo_0750.mrc,2
subtomo_0751.mrc,1
subtomo_0752.mrc,1
subtomo_0753.mrc,2
subtomo_0754.mrc,2
subtomo_0755.mrc,1
subtomo_0756.mrc,1
subtomo_0757.mrc,1
subtomo_0758.mrc,2
subtomo_0759.mrc,2
subtomo_0760.mrc,1
subtomo_0761.mrc,0
subtomo_0762.mrc,2
subtomo_0763.mrc,1
subtomo_0764.mrc,1
subtomo_0765.mrc,2
subtomo_0766.mrc,0
subtomo_0767.mrc,0
subtomo_0768.mrc,1
subtomo_0769.mrc,0
subtomo_0770.mrc,1
subtomo_0771.mrc,2
subtomo_0772.mrc,1
subtomo_0773.mrc,1
subtomo_0774.mrc,1
subtomo_0775.mrc,0
subtomo_0776.mrc,2
subtomo_0777.mrc,1
subtomo_0778.mrc,2
subtomo_0779.mrc,1
subtomo_0780.mrc,2
subtomo_0781.mrc,2
subtomo_0782.mrc,2
subtomo_0783.mrc,1
subtomo_0784.mrc,1
subtomo_0785.mrc,0
subtomo_0786.mrc,2
subtomo_0787.mrc,2
subtomo_0788.mrc,1
subtomo_0789.mrc,2
subtomo_0790.mrc,2
subtomo_0791.mrc,1
subtomo_0792.mrc,2
subtomo_0793.mrc,1
subtomo_0794.mrc,0
subtomo_0795.mrc,2
subtomo_0796.mrc,0
subtomo_0797.mrc,2
subtomo_0798.mrc,1
subtomo_0799.mrc,1
subtomo_0800.mrc,1
subtomo_0801.mrc,2
subtomo_0802.mrc,0
subtomo_0803.mrc,1
subtomo_0804.mrc,2
subtomo_0805.mrc,2
subtomo_0806.mrc,1
subtomo_0807.mrc,1
subtomo_0808.mrc,1
subtomo_0809.mrc,0
subtomo_0810.mrc,1
subtomo_0811.mrc,1
subtomo_0812.mrc,0
