tag,orig_file,gt_label
471,subtomo_0470.mrc,B
472,subtomo_0471.mrc,B
473,subtomo_0472.mrc,B
474,subtomo_0473.mrc,B
475,subtomo_0474.mrc,B
476,subtomo_0475.mrc,B
477,subtomo_0476.mrc,B
478,subtomo_0477.mrc,B
479,subtomo_0478.mrc,B
480,subtomo_0479.mrc,B
481,subtomo_0480.mrc,B
482,subtomo_0481.mrc,B
483,subtomo_0482.mrc,B
484,subtomo_0483.mrc,B
485,subtomo_0484.mrc,B
486,subtomo_0485.mrc,B
487,subtomo_0486.mrc,B
488,subtomo_0487.mrc,B
489,subtomo_0488.mrc,B
490,subtomo_0489.mrc,B
491,subtomo_0490.mrc,B
492,subtomo_0491.mrc,B
493,subtomo_0492.mrc,B
494,subtomo_0493.mrc,B
495,subtomo_0494.mrc,B
496,subtomo_0495.mrc,B
497,subtomo_0496.mrc,B
498,subtomo_0497.mrc,B
499,subtomo_0498.mrc,B
500,subtomo_0499.mrc,B
501,subtomo_0500.mrc,B
502,subtomo_0501.mrc,B
503,subtomo_0502.mrc,B
504,subtomo_0503.mrc,B
505,subtomo_0504.mrc,B
506,subtomo_0505.mrc,B
507,subtomo_0506.mrc,B
508,subtomo_0507.mrc,B
509,subtomo_0508.mrc,B
510,subtomo_0509.mrc,B
511,subtomo_0510.mrc,B
512,subtomo_0511.mrc,B
513,subtomo_0512.mrc,B
514,subtomo_0513.mrc,B
515,subtomo_0514.mrc,B
516,subtomo_0515.mrc,B
517,subtomo_0516.mrc,B
